Nº de Legajo	Fecha y Hora	Código de Tarea
23	2015-07-17 13:40:20	0
26	2015-07-17 14:16:10	0
9	2015-07-17 16:19:35	0
7	2015-07-17 16:34:57	0
19	2015-07-17 16:43:11	0
13	2015-07-17 17:06:44	0
23	2015-07-17 17:07:30	0
26	2015-07-17 17:07:50	0
18	2015-07-17 17:07:59	0
5	2015-07-17 17:08:44	0
3	2015-07-17 17:10:32	0
1	2015-07-17 17:11:34	0
73	2015-07-17 17:11:41	0
50	2015-07-17 17:13:29	0
32	2015-07-17 17:14:20	0
70	2015-07-17 17:44:52	0
31	2015-07-17 17:53:52	0
10	2015-07-17 17:53:54	0
3	2015-07-18 07:25:40	0
7	2015-07-18 07:29:06	0
26	2015-07-18 08:23:18	0
31	2015-07-18 08:30:21	0
32	2015-07-18 08:46:20	0
50	2015-07-18 08:46:59	0
10	2015-07-18 08:48:46	0
80	2015-07-18 08:53:05	0
19	2015-07-18 08:54:23	0
72	2015-07-18 09:00:07	0
70	2015-07-18 09:00:14	0
13	2015-07-18 09:08:21	0
23	2015-07-18 09:33:32	0
3	2015-07-18 12:03:46	0
26	2015-07-18 12:04:00	0
1	2015-07-18 12:04:21	0
5	2015-07-18 12:04:27	0
23	2015-07-18 12:05:07	0
19	2015-07-18 12:07:35	0
18	2015-07-18 12:11:56	0
31	2015-07-18 12:16:57	0
31	2015-07-18 12:17:01	0
32	2015-07-18 12:19:26	0
72	2015-07-18 12:47:25	0
70	2015-07-18 12:58:56	0
22	2015-07-18 12:59:08	0
10	2015-07-18 13:04:13	0
7	2015-07-20 06:35:16	0
19	2015-07-20 06:35:44	0
9	2015-07-20 06:41:45	0
8	2015-07-20 06:45:02	0
3	2015-07-20 06:59:35	0
15	2015-07-20 07:11:20	0
6	2015-07-20 07:13:22	0
71	2015-07-20 07:15:21	0
1	2015-07-20 07:16:15	0
18	2015-07-20 07:26:26	0
70	2015-07-20 07:33:17	0
22	2015-07-20 07:39:32	0
72	2015-07-20 07:40:50	0
10	2015-07-20 07:42:03	0
26	2015-07-20 07:47:39	0
31	2015-07-20 07:48:46	0
80	2015-07-20 07:50:39	0
5	2015-07-20 07:58:51	0
23	2015-07-20 07:59:30	0
50	2015-07-20 08:23:22	0
18	2015-07-20 12:04:43	0
31	2015-07-20 12:11:59	0
10	2015-07-20 12:12:36	0
50	2015-07-20 12:47:19	0
10	2015-07-20 12:48:26	0
18	2015-07-20 12:57:37	0
71	2015-07-20 13:00:08	0
6	2015-07-20 13:07:20	0
50	2015-07-20 13:14:23	0
31	2015-07-20 13:15:36	0
6	2015-07-20 13:19:44	0
26	2015-07-20 13:26:30	0
73	2015-07-20 13:47:17	0
71	2015-07-20 13:55:46	0
22	2015-07-20 14:21:09	0
15	2015-07-20 14:33:13	0
26	2015-07-20 14:33:28	0
22	2015-07-20 15:04:56	0
7	2015-07-20 16:28:22	0
19	2015-07-20 16:31:07	0
80	2015-07-20 16:32:14	0
1	2015-07-20 17:03:50	0
73	2015-07-20 17:04:32	0
5	2015-07-20 17:04:38	0
3	2015-07-20 17:05:20	0
23	2015-07-20 17:06:33	0
10	2015-07-20 17:07:42	0
26	2015-07-20 17:07:47	0
71	2015-07-20 17:08:12	0
18	2015-07-20 17:09:57	0
31	2015-07-20 17:11:53	0
8	2015-07-20 17:12:00	0
13	2015-07-20 17:17:13	0
22	2015-07-20 17:18:57	0
72	2015-07-20 17:20:21	0
50	2015-07-20 17:26:43	0
8	2015-07-21 06:25:59	0
19	2015-07-21 06:28:02	0
7	2015-07-21 06:35:22	0
71	2015-07-21 06:35:47	0
14	2015-07-21 06:38:31	0
9	2015-07-21 06:47:46	0
3	2015-07-21 06:59:28	0
15	2015-07-21 07:12:50	0
1	2015-07-21 07:17:56	0
32	2015-07-21 07:19:48	0
6	2015-07-21 07:21:58	0
70	2015-07-21 07:39:37	0
22	2015-07-21 07:39:47	0
26	2015-07-21 07:42:17	0
80	2015-07-21 07:51:29	0
31	2015-07-21 07:53:29	0
18	2015-07-21 07:54:42	0
73	2015-07-21 07:56:57	0
5	2015-07-21 08:04:44	0
72	2015-07-21 08:12:38	0
50	2015-07-21 08:15:02	0
23	2015-07-21 08:15:56	0
32	2015-07-21 12:04:24	0
50	2015-07-21 12:07:29	0
9	2015-07-21 12:19:00	0
18	2015-07-21 12:19:37	0
32	2015-07-21 12:37:19	0
50	2015-07-21 12:38:08	0
9	2015-07-21 12:41:19	0
31	2015-07-21 12:46:17	0
18	2015-07-21 12:47:55	0
26	2015-07-21 13:27:02	0
6	2015-07-21 13:39:20	0
6	2015-07-21 13:46:12	0
31	2015-07-21 13:50:37	0
72	2015-07-21 14:02:37	0
72	2015-07-21 14:05:48	0
26	2015-07-21 14:16:24	0
10	2015-07-21 14:20:09	0
10	2015-07-21 14:34:28	0
22	2015-07-21 14:58:37	0
9	2015-07-21 16:02:45	0
7	2015-07-21 16:33:24	0
80	2015-07-21 16:35:22	0
19	2015-07-21 16:38:12	0
1	2015-07-21 17:04:09	0
32	2015-07-21 17:04:30	0
5	2015-07-21 17:04:37	0
73	2015-07-21 17:05:48	0
3	2015-07-21 17:05:58	0
18	2015-07-21 17:10:47	0
23	2015-07-21 17:12:43	0
31	2015-07-21 17:18:15	0
72	2015-07-21 17:29:35	0
50	2015-07-21 17:30:06	0
71	2015-07-21 17:31:28	0
22	2015-07-21 17:31:49	0
70	2015-07-21 17:35:50	0
6	2015-07-21 17:39:23	0
13	2015-07-21 17:46:34	0
10	2015-07-21 18:19:04	0
19	2015-07-22 06:17:05	0
7	2015-07-22 06:26:44	0
8	2015-07-22 06:34:10	0
9	2015-07-22 06:46:16	0
3	2015-07-22 06:51:28	0
26	2015-07-22 06:55:55	0
6	2015-07-22 07:02:47	0
71	2015-07-22 07:13:49	0
10	2015-07-22 07:13:52	0
73	2015-07-22 07:15:09	0
1	2015-07-22 07:16:06	0
22	2015-07-22 07:21:15	0
72	2015-07-22 07:33:37	0
70	2015-07-22 07:42:27	0
5	2015-07-22 07:58:57	0
18	2015-07-22 08:03:29	0
80	2015-07-22 08:04:50	0
31	2015-07-22 08:08:28	0
13	2015-07-22 08:10:44	0
50	2015-07-22 08:22:50	0
32	2015-07-22 08:53:17	0
18	2015-07-22 12:14:58	0
32	2015-07-22 12:15:06	0
9	2015-07-22 12:16:04	0
9	2015-07-22 12:36:13	0
32	2015-07-22 12:39:54	0
50	2015-07-22 12:41:50	0
71	2015-07-22 12:44:22	0
50	2015-07-22 12:57:04	0
26	2015-07-22 13:07:15	0
18	2015-07-22 13:09:31	0
31	2015-07-22 13:13:18	0
71	2015-07-22 13:41:43	0
10	2015-07-22 13:45:59	0
15	2015-07-22 14:02:39	0
10	2015-07-22 14:07:13	0
31	2015-07-22 14:09:14	0
6	2015-07-22 14:15:47	0
6	2015-07-22 14:15:58	0
26	2015-07-22 14:25:02	0
72	2015-07-22 14:41:19	0
22	2015-07-22 15:21:05	0
72	2015-07-22 15:42:17	0
9	2015-07-22 16:21:20	0
73	2015-07-22 17:00:25	0
1	2015-07-22 17:01:46	0
3	2015-07-22 17:02:26	0
5	2015-07-22 17:03:44	0
31	2015-07-22 17:05:59	0
31	2015-07-22 17:06:01	0
32	2015-07-22 17:07:11	0
18	2015-07-22 17:07:38	0
80	2015-07-22 17:08:54	0
71	2015-07-22 17:09:16	0
26	2015-07-22 17:10:11	0
23	2015-07-22 17:10:24	0
50	2015-07-22 17:14:47	0
72	2015-07-22 17:15:37	0
6	2015-07-22 17:16:17	0
10	2015-07-22 17:51:59	0
8	2015-07-22 18:14:58	0
7	2015-07-23 06:31:14	0
10	2015-07-23 06:38:32	0
9	2015-07-23 06:40:58	0
15	2015-07-23 06:58:48	0
3	2015-07-23 07:13:56	0
1	2015-07-23 07:14:03	0
1	2015-07-23 07:16:00	0
6	2015-07-23 07:16:18	0
14	2015-07-23 07:23:05	0
22	2015-07-23 07:24:34	0
80	2015-07-23 07:36:18	0
72	2015-07-23 07:40:47	0
26	2015-07-23 07:54:23	0
32	2015-07-23 07:59:44	0
71	2015-07-23 08:01:06	0
18	2015-07-23 08:13:29	0
50	2015-07-23 08:13:51	0
23	2015-07-23 08:18:07	0
31	2015-07-23 08:21:41	0
32	2015-07-23 12:30:35	0
32	2015-07-23 12:33:55	0
22	2015-07-23 12:50:32	0
6	2015-07-23 12:50:36	0
6	2015-07-23 12:50:45	0
50	2015-07-23 12:51:04	0
26	2015-07-23 13:04:46	0
22	2015-07-23 13:09:50	0
18	2015-07-23 13:21:31	0
50	2015-07-23 13:27:57	0
31	2015-07-23 13:28:49	0
31	2015-07-23 13:28:54	0
26	2015-07-23 14:03:07	0
72	2015-07-23 14:38:48	0
15	2015-07-23 15:20:44	0
15	2015-07-23 16:29:54	0
7	2015-07-23 16:34:14	0
31	2015-07-23 17:03:46	0
31	2015-07-23 17:03:52	0
13	2015-07-23 17:07:06	0
32	2015-07-23 17:07:32	0
71	2015-07-23 17:08:08	0
73	2015-07-23 17:08:24	0
23	2015-07-23 17:08:26	0
26	2015-07-23 17:08:30	0
5	2015-07-23 17:08:34	0
8	2015-07-23 17:08:51	0
1	2015-07-23 17:09:26	0
3	2015-07-23 17:09:44	0
50	2015-07-23 17:09:51	0
18	2015-07-23 17:09:54	0
10	2015-07-23 17:10:02	0
80	2015-07-23 17:11:00	0
22	2015-07-23 17:15:20	0
6	2015-07-23 17:37:24	0
7	2015-07-24 06:24:05	0
10	2015-07-24 06:34:14	0
19	2015-07-24 06:34:36	0
3	2015-07-24 06:42:58	0
9	2015-07-24 06:43:25	0
15	2015-07-24 06:53:33	0
6	2015-07-24 07:24:23	0
70	2015-07-24 07:24:30	0
32	2015-07-24 07:33:08	0
32	2015-07-24 07:33:12	0
73	2015-07-24 07:40:59	0
26	2015-07-24 07:45:37	0
72	2015-07-24 07:52:48	0
18	2015-07-24 07:53:13	0
50	2015-07-24 07:54:38	0
13	2015-07-24 07:54:47	0
71	2015-07-24 07:56:42	0
31	2015-07-24 08:01:02	0
5	2015-07-24 08:05:38	0
80	2015-07-24 08:16:28	0
32	2015-07-24 12:05:16	0
18	2015-07-24 12:10:26	0
9	2015-07-24 12:13:09	0
50	2015-07-24 12:13:37	0
72	2015-07-24 12:15:33	0
31	2015-07-24 12:30:04	0
18	2015-07-24 12:51:43	0
9	2015-07-24 12:55:39	0
32	2015-07-24 13:14:33	0
50	2015-07-24 13:19:02	0
26	2015-07-24 13:21:07	0
31	2015-07-24 13:30:28	0
72	2015-07-24 13:31:37	0
26	2015-07-24 14:02:57	0
26	2015-07-24 14:07:51	0
6	2015-07-24 14:08:30	0
22	2015-07-24 14:08:36	0
9	2015-07-24 16:21:30	0
22	2015-07-24 16:24:51	0
7	2015-07-24 16:34:59	0
19	2015-07-24 16:49:28	0
73	2015-07-24 17:00:20	0
5	2015-07-24 17:06:28	0
3	2015-07-24 17:06:41	0
32	2015-07-24 17:06:53	0
26	2015-07-24 17:11:40	0
23	2015-07-24 17:16:17	0
18	2015-07-24 17:17:27	0
80	2015-07-24 17:17:35	0
50	2015-07-24 17:22:25	0
31	2015-07-24 17:24:14	0
71	2015-07-24 17:26:02	0
10	2015-07-24 17:29:01	0
6	2015-07-24 17:39:15	0
70	2015-07-24 18:23:38	0
72	2015-07-24 19:00:27	0
8	2015-07-25 07:07:30	0
3	2015-07-25 07:23:26	0
19	2015-07-25 07:39:06	0
7	2015-07-25 07:46:04	0
6	2015-07-25 07:47:23	0
26	2015-07-25 08:28:30	0
13	2015-07-25 08:40:08	0
73	2015-07-25 08:46:20	0
5	2015-07-25 08:47:56	0
1	2015-07-25 08:51:11	0
50	2015-07-25 08:54:31	0
18	2015-07-25 08:56:54	0
31	2015-07-25 08:58:02	0
23	2015-07-25 09:20:05	0
80	2015-07-25 09:21:21	0
13	2015-07-25 12:01:29	0
19	2015-07-25 12:02:05	0
73	2015-07-25 12:08:01	0
18	2015-07-25 12:08:57	0
6	2015-07-25 12:11:57	0
26	2015-07-25 12:15:16	0
80	2015-07-25 12:17:22	0
31	2015-07-25 12:18:19	0
23	2015-07-25 12:19:15	0
22	2015-07-25 12:38:45	0
8	2015-07-25 12:43:39	0
7	2015-07-25 12:58:08	0
1	2015-07-25 13:21:21	0
3	2015-07-25 13:21:36	0
19	2015-07-27 06:20:57	0
7	2015-07-27 06:32:37	0
9	2015-07-27 06:34:10	0
6	2015-07-27 07:12:49	0
10	2015-07-27 07:17:08	0
71	2015-07-27 07:17:13	0
70	2015-07-27 07:30:48	0
1	2015-07-27 07:41:42	0
72	2015-07-27 07:46:04	0
26	2015-07-27 07:51:36	0
13	2015-07-27 07:56:49	0
18	2015-07-27 08:01:57	0
80	2015-07-27 08:02:54	0
5	2015-07-27 08:04:27	0
23	2015-07-27 08:09:23	0
31	2015-07-27 08:19:10	0
50	2015-07-27 08:37:20	0
50	2015-07-27 12:06:58	0
31	2015-07-27 12:15:50	0
9	2015-07-27 12:16:54	0
31	2015-07-27 12:37:09	0
9	2015-07-27 12:49:59	0
73	2015-07-27 12:59:14	0
18	2015-07-27 13:04:06	0
6	2015-07-27 13:12:33	0
10	2015-07-27 13:20:46	0
26	2015-07-27 13:21:08	0
6	2015-07-27 13:37:23	0
50	2015-07-27 13:37:46	0
18	2015-07-27 13:48:27	0
26	2015-07-27 14:14:41	0
15	2015-07-27 14:26:35	0
72	2015-07-27 14:36:55	0
72	2015-07-27 15:36:03	0
9	2015-07-27 16:17:36	0
7	2015-07-27 16:34:12	0
19	2015-07-27 16:38:46	0
73	2015-07-27 16:58:49	0
5	2015-07-27 17:01:30	0
3	2015-07-27 17:01:50	0
6	2015-07-27 17:04:18	0
80	2015-07-27 17:07:01	0
18	2015-07-27 17:08:51	0
26	2015-07-27 17:09:57	0
23	2015-07-27 17:10:08	0
13	2015-07-27 17:10:55	0
50	2015-07-27 17:44:23	0
71	2015-07-27 17:50:17	0
31	2015-07-27 18:03:17	0
72	2015-07-27 18:05:22	0
10	2015-07-27 18:11:22	0
8	2015-07-27 18:43:11	0
3	2015-07-28 06:03:14	0
8	2015-07-28 06:30:13	0
7	2015-07-28 06:34:11	0
9	2015-07-28 06:38:36	0
26	2015-07-28 06:42:57	0
10	2015-07-28 07:08:12	0
73	2015-07-28 07:10:37	0
72	2015-07-28 07:22:15	0
6	2015-07-28 07:28:30	0
22	2015-07-28 07:34:46	0
70	2015-07-28 07:35:08	0
15	2015-07-28 07:36:56	0
14	2015-07-28 07:38:15	0
32	2015-07-28 07:59:07	0
32	2015-07-28 07:59:10	0
18	2015-07-28 08:04:59	0
50	2015-07-28 08:06:50	0
80	2015-07-28 08:06:53	0
5	2015-07-28 08:07:36	0
13	2015-07-28 08:09:43	0
31	2015-07-28 08:41:46	0
9	2015-07-28 12:17:14	0
50	2015-07-28 12:24:42	0
32	2015-07-28 12:34:14	0
26	2015-07-28 12:40:13	0
9	2015-07-28 12:40:32	0
23	2015-07-28 12:48:30	0
10	2015-07-28 12:50:52	0
50	2015-07-28 12:52:40	0
22	2015-07-28 13:09:05	0
73	2015-07-28 13:19:24	0
31	2015-07-28 13:24:36	0
26	2015-07-28 13:33:54	0
22	2015-07-28 13:40:33	0
15	2015-07-28 14:40:18	0
15	2015-07-28 14:40:26	0
72	2015-07-28 14:42:23	0
72	2015-07-28 15:44:29	0
9	2015-07-28 16:14:51	0
15	2015-07-28 16:28:32	0
19	2015-07-28 16:37:09	0
1	2015-07-28 17:02:10	0
3	2015-07-28 17:04:17	0
1	2015-07-28 17:05:03	0
23	2015-07-28 17:05:11	0
26	2015-07-28 17:05:23	0
32	2015-07-28 17:07:50	0
6	2015-07-28 17:10:25	0
80	2015-07-28 17:11:04	0
72	2015-07-28 17:13:59	0
18	2015-07-28 17:14:12	0
22	2015-07-28 17:15:44	0
31	2015-07-28 17:15:44	0
13	2015-07-28 17:16:45	0
10	2015-07-28 17:26:13	0
3	2015-07-29 06:30:05	0
7	2015-07-29 06:35:08	0
9	2015-07-29 06:49:41	0
19	2015-07-29 06:50:06	0
6	2015-07-29 07:13:01	0
1	2015-07-29 07:20:13	0
1	2015-07-29 07:23:00	0
15	2015-07-29 07:25:43	0
10	2015-07-29 07:39:31	0
70	2015-07-29 07:42:41	0
22	2015-07-29 07:45:10	0
26	2015-07-29 07:48:41	0
72	2015-07-29 07:53:45	0
32	2015-07-29 07:54:38	0
80	2015-07-29 07:55:12	0
13	2015-07-29 07:58:16	0
18	2015-07-29 08:03:16	0
31	2015-07-29 08:13:16	0
50	2015-07-29 08:24:05	0
9	2015-07-29 12:04:19	0
18	2015-07-29 12:11:10	0
22	2015-07-29 12:30:44	0
10	2015-07-29 12:36:23	0
9	2015-07-29 12:44:02	0
32	2015-07-29 12:46:02	0
50	2015-07-29 12:54:12	0
18	2015-07-29 12:56:59	0
22	2015-07-29 13:03:56	0
32	2015-07-29 13:07:35	0
10	2015-07-29 13:14:09	0
31	2015-07-29 13:22:59	0
31	2015-07-29 13:37:38	0
72	2015-07-29 14:34:28	0
50	2015-07-29 15:13:19	0
72	2015-07-29 15:38:01	0
9	2015-07-29 16:16:04	0
7	2015-07-29 16:37:06	0
19	2015-07-29 16:41:31	0
73	2015-07-29 17:00:15	0
3	2015-07-29 17:04:26	0
18	2015-07-29 17:07:22	0
22	2015-07-29 17:08:02	0
32	2015-07-29 17:08:20	0
23	2015-07-29 17:11:16	0
70	2015-07-29 17:17:45	0
50	2015-07-29 17:20:14	0
80	2015-07-29 17:21:20	0
13	2015-07-29 17:23:07	0
31	2015-07-29 17:26:03	0
10	2015-07-29 17:27:50	0
6	2015-07-29 17:30:54	0
72	2015-07-29 17:33:12	0
8	2015-07-29 19:24:28	0
10	2015-07-30 06:10:02	0
19	2015-07-30 06:22:12	0
7	2015-07-30 06:32:42	0
9	2015-07-30 06:45:40	0
3	2015-07-30 07:01:48	0
15	2015-07-30 07:12:53	0
73	2015-07-30 07:15:08	0
26	2015-07-30 07:15:32	0
1	2015-07-30 07:17:50	0
6	2015-07-30 07:23:06	0
70	2015-07-30 07:23:11	0
14	2015-07-30 07:27:37	0
22	2015-07-30 07:33:27	0
31	2015-07-30 07:40:48	0
80	2015-07-30 07:53:16	0
32	2015-07-30 08:01:34	0
18	2015-07-30 08:02:21	0
13	2015-07-30 08:10:50	0
72	2015-07-30 08:20:53	0
50	2015-07-30 08:21:54	0
9	2015-07-30 12:14:09	0
32	2015-07-30 12:41:48	0
9	2015-07-30 12:47:23	0
9	2015-07-30 12:48:28	0
26	2015-07-30 12:51:46	0
32	2015-07-30 12:52:16	0
50	2015-07-30 12:59:25	0
10	2015-07-30 13:16:46	0
23	2015-07-30 13:27:06	0
50	2015-07-30 13:48:29	0
26	2015-07-30 13:48:53	0
10	2015-07-30 13:55:23	0
72	2015-07-30 16:15:59	0
7	2015-07-30 16:38:52	0
19	2015-07-30 16:41:26	0
13	2015-07-30 17:06:13	0
32	2015-07-30 17:10:35	0
31	2015-07-30 17:14:07	0
26	2015-07-30 17:15:01	0
23	2015-07-30 17:15:06	0
18	2015-07-30 17:18:35	0
6	2015-07-30 17:19:35	0
80	2015-07-30 17:28:33	0
8	2015-07-30 17:33:15	0
10	2015-07-30 17:37:55	0
50	2015-07-30 17:43:14	0
3	2015-07-30 19:04:33	0
1	2015-07-30 19:07:54	0
3	2015-07-30 19:08:31	0
7	2015-07-31 06:23:13	0
10	2015-07-31 06:28:28	0
3	2015-07-31 06:42:27	0
9	2015-07-31 06:48:03	0
6	2015-07-31 07:08:53	0
73	2015-07-31 07:19:36	0
1	2015-07-31 07:21:25	0
15	2015-07-31 07:24:16	0
22	2015-07-31 07:30:43	0
19	2015-07-31 07:38:28	0
32	2015-07-31 07:39:00	0
80	2015-07-31 07:50:26	0
72	2015-07-31 07:57:42	0
26	2015-07-31 07:59:22	0
50	2015-07-31 08:10:40	0
18	2015-07-31 08:16:39	0
13	2015-07-31 08:19:44	0
31	2015-07-31 08:40:00	0
32	2015-07-31 12:09:38	0
18	2015-07-31 12:11:51	0
9	2015-07-31 12:16:56	0
72	2015-07-31 12:21:09	0
23	2015-07-31 12:23:17	0
26	2015-07-31 12:30:33	0
9	2015-07-31 12:41:21	0
32	2015-07-31 12:42:13	0
31	2015-07-31 12:46:01	0
18	2015-07-31 12:48:12	0
72	2015-07-31 13:19:26	0
31	2015-07-31 13:26:30	0
23	2015-07-31 13:31:50	0
15	2015-07-31 15:32:49	0
7	2015-07-31 16:31:32	0
19	2015-07-31 16:34:45	0
22	2015-07-31 16:51:24	0
26	2015-07-31 17:00:02	0
23	2015-07-31 17:04:10	0
80	2015-07-31 17:06:31	0
10	2015-07-31 17:08:27	0
18	2015-07-31 17:08:44	0
3	2015-07-31 17:19:54	0
73	2015-07-31 17:21:19	0
72	2015-07-31 18:17:28	0
9999	2021-12-31 23:00:00	0
